,Type,Start,End,Duration,Day of Week,Budget,Currency,Clicks,Impressions,Spent,CTR,CPC,CPI,Target Age,Target Gender,Username,Email,Name,Gender,Age
40,KTR,2017-05-10,2018-10-26,534,Wednesday,66938,GPB,41544,499997,64106,0.08308849853099119,1.5430868476795687,0.12821276927661565,30-50,M,ymontes,ashley01@hotmail.com,Julie Richardson,F,25
41,KTR,2016-08-19,2017-11-13,451,Friday,480261,GPB,28259,499997,363182,0.05651833911003466,12.851905587600411,0.7263683582101492,25-30,F,ymontes,ashley01@hotmail.com,Julie Richardson,F,25
42,KTR,2017-11-27,2018-05-01,155,Monday,886227,EUR,4525,500003,666618,0.009049945700325798,147.3188950276243,1.3332280006319963,35-45,B,ymontes,ashley01@hotmail.com,Julie Richardson,F,25
43,GRZ,2018-08-04,2018-01-12,-204,Saturday,243124,EUR,19429,500000,171312,0.038858,8.817334911729889,0.342624,40-55,M,boconnor,brian95@yahoo.com,Gregory Malone,M,39
44,GRZ,2016-06-29,2017-12-25,544,Wednesday,374759,EUR,61883,500001,43298,0.12376575246849507,0.699675193510334,0.08659582680834638,45-55,B,boconnor,brian95@yahoo.com,Gregory Malone,M,39
45,KTR,2017-12-08,2018-10-28,324,Friday,885260,EUR,24252,499998,758429,0.04850419401677607,31.272843476826655,1.51686406745627,45-65,M,boconnor,brian95@yahoo.com,Gregory Malone,M,39
46,KTR,2016-09-17,2018-04-28,588,Saturday,292621,GPB,32626,499999,187146,0.06525213050426101,5.736100042910562,0.37429274858549716,20-30,F,mtran,millerandrew@yahoo.com,Russell Romero,M,59
47,AKX,2016-11-24,2018-09-15,660,Thursday,683889,USD,42575,499997,347857,0.08515051090306541,8.17045214327657,0.6957181743090458,35-40,M,mtran,millerandrew@yahoo.com,Russell Romero,M,59
48,KTR,2017-01-20,2017-01-02,-18,Friday,796629,EUR,44296,500003,346675,0.08859146845118929,7.826327433628318,0.6933458399249605,25-30,F,mtran,millerandrew@yahoo.com,Russell Romero,M,59
49,AKX,2017-05-03,2018-11-21,567,Wednesday,348059,USD,54221,499997,290468,0.10844265065590393,5.357112557865034,0.5809394856369138,20-40,F,mtran,millerandrew@yahoo.com,Russell Romero,M,59
50,AKX,2016-04-26,2016-04-30,4,Tuesday,710431,USD,19631,499997,677572,0.03926223557341344,34.515409301614795,1.3551521309127854,30-45,B,mtran,millerandrew@yahoo.com,Russell Romero,M,59
51,GRZ,2017-11-18,2018-09-02,288,Saturday,507076,GPB,27581,499996,456978,0.05516244129953039,16.56857981944092,0.9139633117064937,20-40,M,mtran,millerandrew@yahoo.com,Russell Romero,M,59
52,KTR,2016-06-23,2017-07-12,384,Thursday,420513,USD,55871,500000,282968,0.111742,5.0646668217859,0.565936,30-45,F,mtran,millerandrew@yahoo.com,Russell Romero,M,59
53,KTR,2018-02-15,2019-10-27,619,Thursday,386522,EUR,72290,499999,52913,0.14458028916057833,0.731954627196016,0.1058262116524233,25-40,M,wongchristopher,hawkinsdana@christian.com,Richard Strong,M,70
54,KTR,2016-10-26,2017-07-05,252,Wednesday,405186,GPB,38887,499996,62685,0.07777462219697757,1.6119782960886673,0.12537100296802375,20-30,M,wongchristopher,hawkinsdana@christian.com,Richard Strong,M,70
55,AKX,2017-01-08,2017-12-28,354,Sunday,718208,GPB,74007,500001,29676,0.14801370397259206,0.4009890956260894,0.059351881296237405,35-40,M,wongchristopher,hawkinsdana@christian.com,Richard Strong,M,70
56,KTR,2017-06-27,2019-11-02,858,Tuesday,569878,USD,51113,499999,399977,0.1022262044524089,7.825347758887172,0.7999555999111998,25-30,F,wongchristopher,hawkinsdana@christian.com,Richard Strong,M,70
57,GRZ,2017-02-06,2018-12-06,668,Monday,387165,USD,57054,499996,238767,0.11410891287130297,4.184930066253023,0.4775378203025624,35-40,M,wongchristopher,hawkinsdana@christian.com,Richard Strong,M,70
58,AKX,2016-10-06,2016-08-24,-43,Thursday,240343,EUR,32058,500000,5818,0.064116,0.18148356104560484,0.011636,25-30,F,monica32,gmack@ruiz.com,Cathy Estrada,F,65
59,BYU,2017-05-05,2018-02-09,280,Friday,987443,GPB,62047,500002,523618,0.1240935036259855,8.439054265315002,1.0472318110727556,45-65,M,monica32,gmack@ruiz.com,Cathy Estrada,F,65
60,AKX,2017-10-23,2019-07-26,641,Monday,540534,USD,15790,499998,231760,0.03158012632050528,14.677644078530715,0.46352185408741636,40-55,M,monica32,gmack@ruiz.com,Cathy Estrada,F,65
61,GRZ,2016-03-11,2017-04-14,399,Friday,923653,GPB,36142,500000,555279,0.072284,15.363814952133252,1.110558,35-55,B,monica32,gmack@ruiz.com,Cathy Estrada,F,65
62,KTR,2018-02-17,2020-10-02,958,Saturday,613352,EUR,48521,499997,17932,0.09704258225549353,0.36957193792378557,0.035864215185291114,30-35,B,jamesthornton,oparker@thomas-le.info,Mrs. Lisa Taylor,F,75
63,KTR,2018-02-18,2019-01-09,325,Sunday,46644,GPB,26440,499999,7769,0.05288010576021152,0.29383509833585475,0.015538031076062152,25-45,F,jamesthornton,oparker@thomas-le.info,Mrs. Lisa Taylor,F,75
64,BYU,2016-04-25,2017-05-26,396,Monday,534852,GPB,58630,500000,428993,0.11726,7.316953777929387,0.857986,25-35,F,jamesthornton,oparker@thomas-le.info,Mrs. Lisa Taylor,F,75
65,BYU,2017-01-01,2017-12-17,350,Sunday,194648,GPB,56725,500000,158902,0.11345,2.80126928162186,0.317804,40-45,F,jamesthornton,oparker@thomas-le.info,Mrs. Lisa Taylor,F,75
66,AKX,2017-06-23,2018-04-17,298,Friday,882211,USD,70633,500001,572299,0.14126571746856506,8.102430875086716,1.1445957108085785,20-35,B,jamesthornton,oparker@thomas-le.info,Mrs. Lisa Taylor,F,75
67,KTR,2017-01-17,2017-05-21,124,Tuesday,647178,GPB,47495,499999,343160,0.09499018998037996,7.225181598062954,0.6863213726427453,35-50,M,tjones,uevans@gmail.com,Emily Mullins,F,73
68,AKX,2016-04-25,2017-07-02,433,Monday,74920,GPB,70077,499998,34209,0.14015456061824247,0.48816302067725503,0.06841827367309469,40-45,M,tjones,uevans@gmail.com,Emily Mullins,F,73
69,AKX,2016-04-08,2017-08-11,490,Friday,802769,GPB,83187,500000,662275,0.166374,7.96128000769351,1.32455,30-45,B,tjones,uevans@gmail.com,Emily Mullins,F,73
70,GRZ,2016-11-07,2016-11-20,13,Monday,500971,USD,51879,500001,7629,0.10375779248441504,0.1470537211588504,0.015257969484061032,35-45,M,annaarmstrong,johnsonjennifer@nelson-jones.com,Amy Williams,F,61
71,BYU,2017-02-07,2018-04-02,419,Tuesday,993080,GPB,50097,499999,183901,0.10019420038840078,3.6708984569934326,0.3678027356054712,40-55,B,annaarmstrong,johnsonjennifer@nelson-jones.com,Amy Williams,F,61
72,AKX,2017-07-01,2018-07-07,371,Saturday,259515,USD,31344,500000,235536,0.062688,7.5145482388973965,0.471072,25-30,B,annaarmstrong,johnsonjennifer@nelson-jones.com,Amy Williams,F,61
73,BYU,2016-09-13,2017-02-03,143,Tuesday,462524,GPB,27391,499999,224064,0.054782109564219125,8.180205176882918,0.4481288962577925,30-50,B,annaarmstrong,johnsonjennifer@nelson-jones.com,Amy Williams,F,61
74,KTR,2017-01-12,2018-03-14,426,Thursday,76421,USD,82647,500000,4235,0.165294,0.051242029353757546,0.00847,35-60,F,annaarmstrong,johnsonjennifer@nelson-jones.com,Amy Williams,F,61
75,AKX,2017-05-15,2018-01-05,235,Monday,459702,GPB,73648,500000,15829,0.147296,0.21492776450141213,0.031658,40-45,M,annaarmstrong,johnsonjennifer@nelson-jones.com,Amy Williams,F,61
76,AKX,2017-02-04,2017-12-07,306,Saturday,676642,GPB,45220,499999,298307,0.09044018088036176,6.5967934542237945,0.5966151932303865,30-35,B,annaarmstrong,johnsonjennifer@nelson-jones.com,Amy Williams,F,61
77,KTR,2016-04-22,2016-06-29,68,Friday,100267,EUR,73126,500000,26999,0.146252,0.3692120449634877,0.053998,35-50,B,jenniferle,alex63@russo-singleton.info,Ashley Curtis,F,68
78,KTR,2016-02-12,2016-12-29,321,Friday,49394,USD,32072,500000,47028,0.064144,1.4663257670241956,0.094056,30-40,M,jenniferle,alex63@russo-singleton.info,Ashley Curtis,F,68
79,BYU,2017-01-26,2017-03-09,42,Thursday,607352,USD,69001,499998,76415,0.13800255201020803,1.1074477181490123,0.1528306113224453,35-60,B,jenniferle,alex63@russo-singleton.info,Ashley Curtis,F,68
80,GRZ,2017-10-15,2019-09-01,686,Sunday,933237,GPB,30317,499997,635944,0.06063436380618284,20.976481841870896,1.2718956313737881,30-40,M,jenniferle,alex63@russo-singleton.info,Ashley Curtis,F,68
81,GRZ,2016-04-08,2017-05-30,417,Friday,145298,EUR,67530,500001,78615,0.13505972988054024,1.1641492669924478,0.1572296855406289,20-35,M,jenniferle,alex63@russo-singleton.info,Ashley Curtis,F,68
82,BYU,2017-09-20,2018-06-30,283,Wednesday,618391,GPB,23792,499998,108197,0.047584190336761346,4.547621049092132,0.21639486557946233,40-45,M,sarah05,jennifer25@mcgee.biz,Charles Merritt,M,38
83,AKX,2016-12-30,2017-06-09,161,Friday,133009,USD,37553,500005,72069,0.07510524894751053,1.9191276329454372,0.14413655863441366,40-55,F,sarah05,jennifer25@mcgee.biz,Charles Merritt,M,38
84,GRZ,2017-07-09,2018-06-12,338,Sunday,639619,EUR,19388,500004,178155,0.03877568979448164,9.188931297709924,0.3563071495428037,25-35,M,sarah05,jennifer25@mcgee.biz,Charles Merritt,M,38
85,AKX,2017-06-23,2017-09-29,98,Friday,807849,USD,2336,500000,218258,0.004672,93.43236301369863,0.436516,40-55,M,sarah05,jennifer25@mcgee.biz,Charles Merritt,M,38
86,BYU,2016-12-16,2018-03-01,440,Friday,957198,EUR,30087,500000,591386,0.060174,19.655864659155117,1.182772,35-45,F,sarah05,jennifer25@mcgee.biz,Charles Merritt,M,38
87,BYU,2017-04-30,2019-10-04,887,Sunday,568007,USD,29351,499999,557408,0.05870211740423481,18.991107628360194,1.1148182296364593,25-35,B,sarah05,jennifer25@mcgee.biz,Charles Merritt,M,38
88,KTR,2017-12-22,2019-06-25,550,Friday,511234,GPB,69961,499997,260199,0.1399228395370372,3.7192006975314817,0.5204011224067344,25-30,B,sarah05,jennifer25@mcgee.biz,Charles Merritt,M,38
89,GRZ,2016-09-23,2018-11-09,777,Friday,900367,GPB,58284,500000,765152,0.116568,13.127993960606684,1.530304,30-40,F,sarah05,jennifer25@mcgee.biz,Charles Merritt,M,38
90,AKX,2016-12-18,2017-10-10,296,Sunday,661521,EUR,76379,499998,166871,0.15275861103444413,2.1847759200827452,0.3337433349733399,25-30,F,blevinscynthia,jeffrey95@rodriguez-gardner.com,Dr. Richard Garza MD,M,84
91,GRZ,2017-12-21,2018-03-03,72,Thursday,649257,GPB,38121,500000,222964,0.076242,5.848849715379974,0.445928,25-45,B,blevinscynthia,jeffrey95@rodriguez-gardner.com,Dr. Richard Garza MD,M,84
92,GRZ,2017-04-06,2017-06-27,82,Thursday,709990,EUR,4312,499996,233210,0.00862406899255194,54.08395176252319,0.4664237313898511,25-35,B,gonzalezmike,donnajones@young-patrick.com,Destiny Arnold,F,58
93,BYU,2016-07-10,2018-07-23,743,Sunday,925941,EUR,20222,499999,708735,0.040444080888161774,35.047720304618736,1.41747283494567,20-35,B,gonzalezmike,donnajones@young-patrick.com,Destiny Arnold,F,58
94,KTR,2016-11-06,2018-03-15,494,Sunday,438004,GPB,59071,499999,85742,0.11814223628447257,1.451507507914205,0.17148434296868595,40-45,B,stephanie55,jennifer92@yahoo.com,John Ford,M,39
95,GRZ,2016-10-25,2017-05-01,188,Tuesday,582349,USD,35853,500000,58924,0.071706,1.6434886899283183,0.117848,25-35,B,stephanie55,jennifer92@yahoo.com,John Ford,M,39
96,AKX,2017-04-01,2018-09-24,541,Saturday,852952,EUR,81900,500000,346112,0.1638,4.2260317460317465,0.692224,25-50,F,stephanie55,jennifer92@yahoo.com,John Ford,M,39
97,GRZ,2016-12-29,2017-03-04,65,Thursday,803113,GPB,55146,499997,702531,0.11029266175597054,12.73947339788924,1.4050704304225825,40-55,B,stephanie55,jennifer92@yahoo.com,John Ford,M,39
98,AKX,2018-11-04,2018-09-13,-52,Sunday,618191,GPB,17341,499996,274903,0.03468227745821967,15.852776656478865,0.5498103984831879,25-45,F,stephanie55,jennifer92@yahoo.com,John Ford,M,39
99,BYU,2017-07-13,2018-09-11,425,Thursday,357867,EUR,7779,500001,238972,0.015557968884062232,30.720143977374985,0.47794304411391175,35-40,B,stephanie55,jennifer92@yahoo.com,John Ford,M,39
100,BYU,2017-07-12,2018-08-29,413,Wednesday,443297,USD,38446,500000,22089,0.076892,0.574546116631119,0.044178,20-35,M,greg13,daydawn@kennedy.info,Sharon Sanford,F,30
101,KTR,2016-12-07,2018-05-31,540,Wednesday,583379,GPB,30163,500000,508145,0.060326,16.846633292444384,1.01629,35-40,M,greg13,daydawn@kennedy.info,Sharon Sanford,F,30
102,AKX,2017-10-31,2018-09-01,305,Tuesday,702208,GPB,83355,499997,466065,0.1667110002660016,5.591326255173655,0.9321355928135568,25-45,F,greg13,daydawn@kennedy.info,Sharon Sanford,F,30
103,GRZ,2016-06-05,2016-07-23,48,Sunday,489161,USD,63939,500000,138833,0.127878,2.1713351788423343,0.277666,25-45,F,greg13,daydawn@kennedy.info,Sharon Sanford,F,30
104,GRZ,2016-06-10,2018-07-17,767,Friday,91514,USD,19819,499999,50643,0.039638079276158554,2.5552752409304205,0.10128620257240514,40-50,F,greg13,daydawn@kennedy.info,Sharon Sanford,F,30
105,AKX,2018-02-28,2019-11-27,637,Wednesday,508727,GPB,16521,499995,148629,0.033042330423304234,8.99636825857999,0.2972609726097261,45-60,F,greg13,daydawn@kennedy.info,Sharon Sanford,F,30
106,KTR,2018-03-22,2019-06-08,443,Thursday,381075,EUR,58327,500002,48223,0.11665353338586645,0.826769763574331,0.09644561421754314,25-30,B,greg13,daydawn@kennedy.info,Sharon Sanford,F,30
107,KTR,2017-09-19,2018-01-01,104,Tuesday,98170,USD,7974,499997,90701,0.01594809568857413,11.374592425382493,0.1814030884185305,40-50,B,greg13,daydawn@kennedy.info,Sharon Sanford,F,30
108,KTR,2016-10-07,2017-09-11,339,Friday,807404,USD,24956,499999,487828,0.04991209982419965,19.54752364160923,0.9756579513159026,35-40,M,michael16,wmitchell@hotmail.com,Mercedes Sanders,F,26
109,KTR,2017-06-21,2018-02-03,227,Wednesday,168288,GPB,58415,499998,107627,0.11683046732186929,1.8424548489257897,0.21525486101944408,35-55,M,michael16,wmitchell@hotmail.com,Mercedes Sanders,F,26
110,KTR,2017-11-17,2018-03-06,109,Friday,380920,GPB,44480,499997,369772,0.08896053376320258,8.313219424460431,0.7395484372906237,35-50,B,welchleah,tphillips@lewis.biz,Kevin Washington,M,67
111,GRZ,2018-01-25,2018-11-25,304,Thursday,504695,GPB,24112,500004,273585,0.04822361421108631,11.34642501658925,0.5471656226750186,35-45,B,welchleah,tphillips@lewis.biz,Kevin Washington,M,67
112,KTR,2017-10-06,2017-12-29,84,Friday,805510,GPB,19324,500000,196186,0.038648,10.152452908300559,0.392372,40-65,M,welchleah,tphillips@lewis.biz,Kevin Washington,M,67
113,KTR,2017-01-23,2018-01-07,349,Monday,25297,EUR,26794,500000,23860,0.053588,0.8904978726580578,0.04772,40-45,M,welchleah,tphillips@lewis.biz,Kevin Washington,M,67
114,BYU,2017-09-15,2018-09-29,379,Friday,34624,EUR,51465,499999,33325,0.10293020586041172,0.6475274458369766,0.0666501333002666,25-45,F,welchleah,tphillips@lewis.biz,Kevin Washington,M,67
115,GRZ,2018-01-16,2018-08-19,215,Tuesday,559818,USD,88253,500000,344371,0.176506,3.9020883142782683,0.688742,35-40,B,welchleah,tphillips@lewis.biz,Kevin Washington,M,67
116,GRZ,2016-09-29,2018-07-02,641,Thursday,819931,USD,87807,500001,219097,0.17561364877270244,2.4952110879542633,0.4381931236137528,35-45,B,agonzalez,cooleyhannah@smith.info,Julie Walker,F,54
117,KTR,2016-11-30,2018-08-14,622,Wednesday,397458,EUR,47014,499996,170523,0.09402875223001785,3.6270685327774705,0.34104872838982714,25-45,M,agonzalez,cooleyhannah@smith.info,Julie Walker,F,54
118,GRZ,2016-11-10,2018-04-13,519,Thursday,155640,EUR,28476,500000,53110,0.056952,1.8650793650793651,0.10622,25-30,M,agonzalez,cooleyhannah@smith.info,Julie Walker,F,54
119,BYU,2017-11-14,2019-10-10,695,Tuesday,569183,GPB,54312,500002,287240,0.10862356550573797,5.288702312564443,0.5744777020891917,40-45,B,agonzalez,cooleyhannah@smith.info,Julie Walker,F,54
120,AKX,2017-06-01,2017-02-05,-116,Thursday,943277,EUR,7040,500001,871846,0.01407997184005632,123.84176136363637,1.7436885126229749,30-40,F,agonzalez,cooleyhannah@smith.info,Julie Walker,F,54
121,AKX,2016-05-14,2016-09-25,134,Saturday,72230,USD,57784,500000,19377,0.115568,0.3353350408417555,0.038754,40-50,F,agonzalez,cooleyhannah@smith.info,Julie Walker,F,54
122,GRZ,2017-06-04,2017-09-23,111,Sunday,643377,GPB,22508,499998,162285,0.04501618006472026,7.210103074462413,0.32457129828519315,40-45,B,iknight,davidbutler@jackson.com,Mrs. Laura Johnson,F,22
123,GRZ,2016-03-08,2016-05-10,63,Tuesday,224792,EUR,81023,499996,103312,0.16204729637837104,1.2750947261888599,0.20662565300522404,35-45,F,iknight,davidbutler@jackson.com,Mrs. Laura Johnson,F,22
124,BYU,2017-04-28,2018-05-30,397,Friday,280950,EUR,6243,500003,182202,0.012485925084449493,29.185007208073042,0.36440181358911844,20-25,F,iknight,davidbutler@jackson.com,Mrs. Laura Johnson,F,22
125,GRZ,2017-08-29,2019-01-04,493,Tuesday,488260,USD,18586,500000,125302,0.037172,6.7417410954481864,0.250604,20-40,F,iknight,davidbutler@jackson.com,Mrs. Laura Johnson,F,22
126,BYU,2017-12-04,2017-04-09,-239,Monday,994284,USD,42036,500003,743362,0.08407149557102657,17.683937577314683,1.4867150797095217,40-55,M,iknight,davidbutler@jackson.com,Mrs. Laura Johnson,F,22
127,GRZ,2017-07-18,2018-02-25,222,Tuesday,590780,GPB,16403,499999,242979,0.03280606561213122,14.813082972626958,0.48595897191794385,40-60,M,iknight,davidbutler@jackson.com,Mrs. Laura Johnson,F,22
128,AKX,2016-08-17,2018-06-08,660,Wednesday,493894,GPB,66708,499999,151615,0.13341626683253366,2.2728158541704144,0.3032306064612129,30-40,F,iknight,davidbutler@jackson.com,Mrs. Laura Johnson,F,22
129,GRZ,2016-12-23,2018-01-14,387,Friday,736415,EUR,30946,499998,85983,0.061892247568990276,2.7784851030827893,0.17196668786675146,35-55,B,edwardsjames,ehall@flores.org,Laura Jones,F,75
130,AKX,2018-03-30,2018-08-05,128,Friday,66070,USD,5567,500000,653,0.011134,0.11729836536734327,0.001306,25-40,F,edwardsjames,ehall@flores.org,Laura Jones,F,75
131,AKX,2017-02-21,2018-04-02,405,Tuesday,638919,GPB,33394,499999,157163,0.06678813357626716,4.706324489429239,0.31432662865325733,30-50,F,edwardsjames,ehall@flores.org,Laura Jones,F,75
132,GRZ,2017-04-20,2017-07-30,101,Thursday,954520,GPB,66070,500001,429381,0.13213973572052856,6.49887997578326,0.858760282479435,20-40,F,edwardsjames,ehall@flores.org,Laura Jones,F,75
